ID_Pedido,Data_Pedido,Produto,Categoria,UF,Estado,Regiao,Canal_Venda,Status_Pedido,Quantidade,Preco_Unitario,Desconto,Frete,Valor_Total
578,2023-06-29,Whey Protein 1kg,Suplementos,BA,Bahia,Nordeste,App Mobile,Devolvido,5,147.37,0.14,14.02,633.69
579,2023-07-19,Livro Clean Code,Livros,PE,Pernambuco,Nordeste,App Mobile,Entregue,2,95.53,0.14,46.27,164.31
580,2024-01-04,Smartphone Samsung Galaxy,Eletrônicos,PA,Pará,Norte,Marketplace,Devolvido,5,1331.89,0.09,57.18,6060.1
581,2024-02-09,Camiseta Básica,Vestuário,MT,Mato Grosso,Centro-Oeste,Site,Entregue,1,54.85,0.12,34.72,48.27
582,2023-10-19,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,Site,Devolvido,1,61.95,0.01,16.31,61.33
583,2023-07-19,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,Marketplace,Devolvido,3,149.81,0.12,25.84,395.5
584,2023-03-16,Panela de Pressão Tramontina,Casa e Cozinha,ES,Espírito Santo,Sudeste,App Mobile,Devolvido,1,173.81,0.06,17.45,163.38
585,2024-08-11,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Entregue,5,381.1,0.13,66.92,1657.79
586,2024-04-14,Calça Jeans Masculina,Vestuário,AM,Amazonas,Norte,App Mobile,Cancelado,5,126.12,0.04,33.78,605.38
587,2023-08-14,Livro Clean Code,Livros,PE,Pernambuco,Nordeste,Marketplace,Entregue,4,79.03,0.01,54.36,312.96
588,2023-09-27,Livro Clean Code,Livros,AM,Amazonas,Norte,Site,Entregue,4,97.89,0.08,10.68,360.24
589,2023-12-29,Camiseta Básica,Vestuário,PR,Paraná,Sul,Site,Cancelado,3,43.36,0.14,43.36,111.87
590,2024-05-25,Camiseta Básica,Vestuário,ES,Espírito Santo,Sudeste,Marketplace,Entregue,2,54.23,0.1,73.69,97.61
591,2024-09-25,Whey Protein 1kg,Suplementos,RS,Rio Grande do Sul,Sul,Site,Entregue,3,144.18,0.03,27.48,419.56
592,2024-07-08,Tênis Nike Air Max,Calçados,MG,Minas Gerais,Sudeste,Site,Entregue,1,458.43,0.1,52.97,412.59
593,2024-08-11,Smartphone Samsung Galaxy,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,5,1207.42,0.13,71.67,5252.28
594,2023-02-25,Mouse Gamer Logitech,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,5,183.92,0.03,50.37,892.01
595,2023-06-28,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,App Mobile,Cancelado,5,300.26,0.05,70.23,1426.23
596,2024-01-24,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,Marketplace,Devolvido,4,176.4,0.0,57.19,705.6
597,2023-10-03,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,5,85.13,0.03,28.4,412.88
598,2024-01-17,Panela de Pressão Tramontina,Casa e Cozinha,GO,Goiás,Centro-Oeste,App Mobile,Entregue,2,185.09,0.03,59.05,359.07
599,2023-08-23,Tênis Nike Air Max,Calçados,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,4,402.65,0.02,50.31,1578.39
600,2023-06-03,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,2,197.67,0.13,23.72,343.95
601,2024-06-13,Panela de Pressão Tramontina,Casa e Cozinha,PA,Pará,Norte,Site,Entregue,4,185.13,0.15,69.46,629.44
602,2023-04-12,Aspirador Philco,Casa e Cozinha,AM,Amazonas,Norte,App Mobile,Cancelado,3,319.37,0.13,13.34,833.56
603,2023-12-09,Whey Protein 1kg,Suplementos,MG,Minas Gerais,Sudeste,Site,Entregue,3,154.96,0.09,41.49,423.04
604,2023-05-05,Calça Jeans Masculina,Vestuário,SC,Santa Catarina,Sul,App Mobile,Devolvido,5,140.68,0.04,11.39,675.26
605,2023-10-19,Tênis Nike Air Max,Calçados,DF,Distrito Federal,Centro-Oeste,Marketplace,Devolvido,2,447.3,0.1,47.69,805.14
606,2024-09-20,Tênis Nike Air Max,Calçados,SC,Santa Catarina,Sul,Marketplace,Devolvido,4,469.55,0.07,15.49,1746.73
607,2024-09-19,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,Marketplace,Entregue,2,131.22,0.14,39.53,225.7
608,2024-12-28,Livro Python para Iniciantes,Livros,BA,Bahia,Nordeste,Site,Entregue,2,74.78,0.05,55.71,142.08
609,2024-08-24,Calça Jeans Masculina,Vestuário,GO,Goiás,Centro-Oeste,Marketplace,Cancelado,3,139.24,0.12,75.71,367.59
610,2023-09-15,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,App Mobile,Entregue,2,372.14,0.02,26.42,729.39
611,2024-04-29,Whey Protein 1kg,Suplementos,AM,Amazonas,Norte,Marketplace,Entregue,2,142.59,0.02,14.47,279.48
612,2023-06-09,Aspirador Philco,Casa e Cozinha,SP,São Paulo,Sudeste,Site,Cancelado,5,364.33,0.01,28.37,1803.43
613,2023-05-15,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,2,3190.56,0.04,53.85,6125.88
614,2024-05-02,Aspirador Philco,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,Site,Entregue,1,355.46,0.13,32.76,309.25
615,2023-07-01,Panela de Pressão Tramontina,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,5,182.53,0.15,58.83,775.75
616,2023-12-22,Livro Python para Iniciantes,Livros,GO,Goiás,Centro-Oeste,App Mobile,Devolvido,4,78.37,0.1,31.68,282.13
617,2023-01-11,Panela de Pressão Tramontina,Casa e Cozinha,CE,Ceará,Nordeste,Site,Entregue,4,176.03,0.06,20.9,661.87
618,2024-05-03,Smartphone Samsung Galaxy,Eletrônicos,CE,Ceará,Nordeste,Site,Entregue,3,1257.39,0.0,74.55,3772.17
619,2024-02-26,Calça Jeans Masculina,Vestuário,SP,São Paulo,Sudeste,App Mobile,Entregue,5,117.92,0.0,36.16,589.6
620,2024-01-23,Teclado Mecânico,Eletrônicos,CE,Ceará,Nordeste,App Mobile,Cancelado,2,347.33,0.11,37.28,618.25
621,2024-12-11,Camiseta Básica,Vestuário,PR,Paraná,Sul,Site,Cancelado,2,48.86,0.12,52.93,85.99
622,2023-10-24,Livro Clean Code,Livros,PR,Paraná,Sul,App Mobile,Devolvido,3,85.7,0.13,22.77,223.68
623,2023-01-20,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,App Mobile,Devolvido,4,3212.2,0.09,23.15,11692.41
624,2024-03-24,Fone Bluetooth JBL,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Entregue,2,327.82,0.04,18.75,629.41
625,2024-05-25,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,Site,Entregue,2,136.5,0.03,39.42,264.81
626,2023-09-30,Tênis Nike Air Max,Calçados,PE,Pernambuco,Nordeste,Marketplace,Entregue,3,391.44,0.11,20.23,1045.14
627,2024-01-26,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Site,Devolvido,4,80.5,0.13,27.51,280.14
628,2023-02-04,Mouse Gamer Logitech,Eletrônicos,SP,São Paulo,Sudeste,Site,Entregue,4,208.46,0.07,61.63,775.47
629,2023-11-16,Camiseta Básica,Vestuário,PE,Pernambuco,Nordeste,Marketplace,Entregue,5,50.72,0.03,37.24,245.99
630,2023-07-23,Teclado Mecânico,Eletrônicos,SC,Santa Catarina,Sul,Site,Entregue,5,382.19,0.04,54.7,1834.51
631,2023-10-10,Tênis Nike Air Max,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,1,408.96,0.07,11.05,380.33
632,2024-12-05,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,1,87.27,0.09,58.35,79.42
633,2024-10-02,Livro Python para Iniciantes,Livros,MG,Minas Gerais,Sudeste,App Mobile,Entregue,2,71.07,0.01,53.31,140.72
634,2024-07-25,Smartphone Samsung Galaxy,Eletrônicos,SP,São Paulo,Sudeste,App Mobile,Entregue,5,1362.12,0.02,26.29,6674.39
635,2023-09-14,Multivitamínico,Suplementos,MT,Mato Grosso,Centro-Oeste,App Mobile,Cancelado,2,76.89,0.06,60.71,144.55
636,2023-07-11,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,App Mobile,Cancelado,5,360.14,0.1,23.28,1620.63
637,2023-06-14,Aspirador Philco,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Cancelado,3,373.31,0.09,70.24,1019.14
638,2024-10-15,Notebook Dell Inspiron,Eletrônicos,CE,Ceará,Nordeste,Site,Cancelado,3,3690.94,0.08,41.79,10186.99
639,2023-11-25,Aspirador Philco,Casa e Cozinha,BA,Bahia,Nordeste,Marketplace,Entregue,1,351.63,0.05,53.41,334.05
640,2023-06-07,Whey Protein 1kg,Suplementos,RJ,Rio de Janeiro,Sudeste,Marketplace,Devolvido,4,143.51,0.1,63.6,516.64
641,2023-05-13,Livro Python para Iniciantes,Livros,PR,Paraná,Sul,App Mobile,Cancelado,3,70.12,0.08,14.67,193.53
642,2024-02-02,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Site,Entregue,1,291.31,0.01,49.97,288.4
643,2023-03-14,Livro Clean Code,Livros,PE,Pernambuco,Nordeste,Marketplace,Devolvido,5,82.17,0.05,52.42,390.31
644,2024-03-01,Smartphone Samsung Galaxy,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Cancelado,1,1257.02,0.1,35.26,1131.32
645,2023-11-08,Mouse Gamer Logitech,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Entregue,5,183.2,0.01,14.93,906.84
646,2024-06-22,Notebook Dell Inspiron,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,1,3608.49,0.08,23.26,3319.81
647,2024-10-15,Livro Clean Code,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,5,93.25,0.06,17.39,438.27
648,2024-02-16,Livro Python para Iniciantes,Livros,SC,Santa Catarina,Sul,Marketplace,Cancelado,4,85.55,0.03,22.63,331.93
649,2023-11-19,Aspirador Philco,Casa e Cozinha,SC,Santa Catarina,Sul,Marketplace,Entregue,5,384.75,0.07,34.66,1789.09
650,2024-07-12,Aspirador Philco,Casa e Cozinha,SC,Santa Catarina,Sul,App Mobile,Cancelado,4,369.68,0.05,26.85,1404.78
651,2023-02-05,Camiseta Básica,Vestuário,BA,Bahia,Nordeste,Marketplace,Entregue,3,54.41,0.07,37.8,151.8
652,2023-08-16,Calça Jeans Masculina,Vestuário,GO,Goiás,Centro-Oeste,Site,Devolvido,2,142.68,0.05,31.02,271.09
653,2024-08-08,Camiseta Básica,Vestuário,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,3,53.88,0.08,49.95,148.71
654,2023-09-13,Fone Bluetooth JBL,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Site,Cancelado,3,266.62,0.04,72.27,767.87
655,2023-11-29,Camiseta Básica,Vestuário,PR,Paraná,Sul,App Mobile,Entregue,5,47.4,0.14,61.4,203.82
656,2023-02-08,Multivitamínico,Suplementos,PE,Pernambuco,Nordeste,Site,Cancelado,5,94.83,0.01,54.96,469.41
657,2024-03-20,Whey Protein 1kg,Suplementos,PA,Pará,Norte,Marketplace,Cancelado,1,167.1,0.14,33.41,143.71
658,2023-02-25,Sandália Havaianas,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,5,64.82,0.1,54.25,291.69
659,2023-06-06,Calça Jeans Masculina,Vestuário,CE,Ceará,Nordeste,Site,Entregue,5,128.76,0.05,58.84,611.61
660,2024-03-18,Smartphone Samsung Galaxy,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,4,1349.57,0.09,16.31,4912.43
661,2024-07-15,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,App Mobile,Entregue,2,121.33,0.07,62.17,225.67
662,2024-05-07,Sandália Havaianas,Calçados,PR,Paraná,Sul,Site,Cancelado,5,57.42,0.1,63.34,258.39
663,2023-09-10,Aspirador Philco,Casa e Cozinha,RS,Rio Grande do Sul,Sul,App Mobile,Cancelado,5,314.57,0.09,61.5,1431.29
664,2024-02-28,Camiseta Básica,Vestuário,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,3,50.96,0.09,17.88,139.12
665,2023-06-23,Sandália Havaianas,Calçados,SC,Santa Catarina,Sul,App Mobile,Entregue,3,56.07,0.1,63.88,151.39
666,2024-12-02,Tênis Nike Air Max,Calçados,GO,Goiás,Centro-Oeste,App Mobile,Devolvido,2,431.96,0.14,26.34,742.97
667,2023-06-01,Tênis Nike Air Max,Calçados,MG,Minas Gerais,Sudeste,Marketplace,Entregue,1,465.6,0.04,53.47,446.98
668,2023-01-24,Mouse Gamer Logitech,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,3,204.59,0.02,41.5,601.49
669,2024-05-09,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,Marketplace,Devolvido,2,405.34,0.08,28.11,745.83
670,2023-06-24,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,Site,Entregue,4,79.56,0.1,13.04,286.42
671,2024-02-02,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,Site,Devolvido,3,1122.17,0.1,10.58,3029.86
672,2023-08-25,Livro Clean Code,Livros,PR,Paraná,Sul,Marketplace,Entregue,1,76.84,0.13,55.46,66.85
673,2023-07-23,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Marketplace,Entregue,3,58.17,0.09,16.16,158.8
674,2024-02-07,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,319.06,0.08,33.35,293.54
675,2024-05-28,Whey Protein 1kg,Suplementos,MG,Minas Gerais,Sudeste,Site,Entregue,3,150.12,0.05,79.72,427.84
676,2024-07-22,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,Site,Entregue,4,139.33,0.12,12.06,490.44
677,2024-11-25,Calça Jeans Masculina,Vestuário,RS,Rio Grande do Sul,Sul,Site,Entregue,4,131.75,0.01,36.75,521.73
678,2024-09-11,Livro Python para Iniciantes,Livros,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,4,72.72,0.02,77.94,285.06
679,2023-07-27,Tênis Nike Air Max,Calçados,PE,Pernambuco,Nordeste,Marketplace,Entregue,2,455.8,0.09,57.88,829.56
680,2024-11-02,Mouse Gamer Logitech,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,2,191.41,0.14,63.9,329.23
681,2023-11-22,Teclado Mecânico,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,1,385.74,0.14,18.29,331.74
682,2024-03-29,Mouse Gamer Logitech,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Entregue,3,213.9,0.06,38.79,603.2
683,2024-09-18,Whey Protein 1kg,Suplementos,ES,Espírito Santo,Sudeste,Marketplace,Entregue,2,167.06,0.02,22.93,327.44
684,2024-01-03,Livro Python para Iniciantes,Livros,PR,Paraná,Sul,Marketplace,Devolvido,5,72.53,0.03,58.12,351.77
685,2023-07-08,Notebook Dell Inspiron,Eletrônicos,AM,Amazonas,Norte,App Mobile,Entregue,5,3714.31,0.07,55.47,17271.54
686,2023-01-16,Mouse Gamer Logitech,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Cancelado,2,178.1,0.03,38.6,345.51
687,2024-03-25,Teclado Mecânico,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,2,405.28,0.01,74.9,802.45
688,2024-09-14,Mouse Gamer Logitech,Eletrônicos,GO,Goiás,Centro-Oeste,App Mobile,Entregue,4,214.27,0.06,64.34,805.66
689,2024-06-21,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,4,160.36,0.11,51.57,570.88
690,2023-09-09,Livro Clean Code,Livros,ES,Espírito Santo,Sudeste,Marketplace,Entregue,5,78.87,0.07,71.44,366.75
691,2023-07-14,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,App Mobile,Entregue,5,331.3,0.11,77.38,1474.29
692,2023-02-25,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,App Mobile,Entregue,3,125.4,0.06,52.92,353.63
693,2024-08-22,Whey Protein 1kg,Suplementos,CE,Ceará,Nordeste,Site,Cancelado,4,139.53,0.08,22.58,513.47
694,2024-08-27,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,Marketplace,Entregue,4,371.73,0.07,22.52,1382.84
695,2023-06-17,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,Site,Cancelado,1,355.79,0.1,73.5,320.21
696,2024-12-25,Whey Protein 1kg,Suplementos,AM,Amazonas,Norte,Site,Entregue,1,164.15,0.1,15.97,147.74
697,2023-12-10,Sandália Havaianas,Calçados,AM,Amazonas,Norte,Marketplace,Devolvido,2,56.59,0.06,63.78,106.39
698,2024-03-05,Livro Python para Iniciantes,Livros,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,2,85.27,0.03,59.84,165.42
699,2023-07-27,Calça Jeans Masculina,Vestuário,PR,Paraná,Sul,Marketplace,Cancelado,3,130.76,0.02,19.21,384.43
700,2024-09-14,Smartphone Samsung Galaxy,Eletrônicos,GO,Goiás,Centro-Oeste,App Mobile,Entregue,4,1266.63,0.07,66.52,4711.86
701,2024-09-07,Teclado Mecânico,Eletrônicos,PE,Pernambuco,Nordeste,Site,Entregue,5,395.7,0.07,40.93,1840.0
702,2023-02-20,Livro Python para Iniciantes,Livros,SP,São Paulo,Sudeste,Site,Devolvido,3,80.29,0.08,67.77,221.6
703,2024-09-09,Fone Bluetooth JBL,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Entregue,1,265.81,0.0,50.47,265.81
704,2024-09-17,Calça Jeans Masculina,Vestuário,SC,Santa Catarina,Sul,Site,Entregue,1,123.96,0.03,57.05,120.24
705,2024-08-15,Livro Clean Code,Livros,AM,Amazonas,Norte,Marketplace,Devolvido,5,94.11,0.03,41.87,456.43
706,2024-03-13,Tênis Nike Air Max,Calçados,ES,Espírito Santo,Sudeste,Site,Entregue,3,418.72,0.13,67.42,1092.86
707,2024-06-23,Mouse Gamer Logitech,Eletrônicos,CE,Ceará,Nordeste,Site,Entregue,4,176.64,0.1,29.21,635.9
708,2024-06-25,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Site,Entregue,5,51.79,0.09,78.55,235.64
709,2024-08-11,Notebook Dell Inspiron,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Devolvido,3,3347.72,0.13,28.18,8737.55
710,2023-07-04,Livro Python para Iniciantes,Livros,SC,Santa Catarina,Sul,Site,Devolvido,5,77.83,0.11,44.84,346.34
711,2023-05-01,Teclado Mecânico,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,2,331.57,0.0,53.78,663.14
712,2024-10-14,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,Site,Devolvido,4,152.47,0.05,49.23,579.39
713,2024-07-17,Camiseta Básica,Vestuário,SP,São Paulo,Sudeste,Marketplace,Entregue,3,45.59,0.01,31.02,135.4
714,2023-01-30,Tênis Nike Air Max,Calçados,PA,Pará,Norte,Site,Entregue,3,420.81,0.11,53.12,1123.56
715,2023-02-06,Mouse Gamer Logitech,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Entregue,3,216.01,0.07,43.22,602.67
716,2024-02-28,Livro Clean Code,Livros,MG,Minas Gerais,Sudeste,App Mobile,Entregue,4,96.46,0.08,33.46,354.97
717,2023-01-20,Teclado Mecânico,Eletrônicos,AM,Amazonas,Norte,Site,Devolvido,3,386.48,0.1,48.86,1043.5
718,2023-12-14,Camiseta Básica,Vestuário,GO,Goiás,Centro-Oeste,Marketplace,Entregue,3,43.24,0.02,68.85,127.13
719,2023-11-12,Sandália Havaianas,Calçados,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,5,59.99,0.03,18.18,290.95
720,2024-04-07,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,3,152.46,0.07,26.63,425.36
721,2023-07-26,Mouse Gamer Logitech,Eletrônicos,PR,Paraná,Sul,Site,Devolvido,3,178.66,0.06,12.62,503.82
722,2023-12-15,Teclado Mecânico,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Devolvido,1,409.3,0.14,20.79,352.0
723,2024-06-12,Teclado Mecânico,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Devolvido,3,407.01,0.02,71.03,1196.61
724,2023-11-15,Livro Clean Code,Livros,MG,Minas Gerais,Sudeste,Site,Entregue,4,85.13,0.13,18.11,296.25
725,2024-11-05,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Devolvido,1,363.9,0.13,17.22,316.59
726,2023-10-21,Whey Protein 1kg,Suplementos,PR,Paraná,Sul,Site,Devolvido,3,161.45,0.03,24.04,469.82
727,2024-09-29,Calça Jeans Masculina,Vestuário,CE,Ceará,Nordeste,App Mobile,Cancelado,1,119.27,0.02,18.01,116.88
728,2024-12-22,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Site,Entregue,5,328.06,0.05,19.91,1558.28
729,2024-03-30,Multivitamínico,Suplementos,PR,Paraná,Sul,Marketplace,Entregue,2,78.02,0.09,33.71,142.0
730,2023-07-03,Smartphone Samsung Galaxy,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Cancelado,1,1139.34,0.01,39.85,1127.95
731,2024-11-17,Whey Protein 1kg,Suplementos,GO,Goiás,Centro-Oeste,Marketplace,Cancelado,5,150.13,0.05,23.87,713.12
732,2024-04-24,Multivitamínico,Suplementos,CE,Ceará,Nordeste,Site,Cancelado,5,79.38,0.12,74.38,349.27
733,2024-09-23,Notebook Dell Inspiron,Eletrônicos,PE,Pernambuco,Nordeste,App Mobile,Cancelado,4,3176.82,0.03,70.28,12326.06
734,2023-11-29,Calça Jeans Masculina,Vestuário,ES,Espírito Santo,Sudeste,App Mobile,Cancelado,2,133.13,0.1,65.21,239.63
735,2023-10-17,Panela de Pressão Tramontina,Casa e Cozinha,PE,Pernambuco,Nordeste,Site,Entregue,4,166.77,0.07,69.2,620.38
736,2023-04-20,Multivitamínico,Suplementos,SC,Santa Catarina,Sul,Marketplace,Devolvido,2,87.83,0.06,60.0,165.12
737,2024-09-27,Tênis Nike Air Max,Calçados,CE,Ceará,Nordeste,Marketplace,Entregue,3,442.34,0.06,38.94,1247.4
738,2024-03-17,Camiseta Básica,Vestuário,CE,Ceará,Nordeste,Site,Cancelado,4,43.24,0.03,58.58,167.77
739,2024-12-29,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Marketplace,Entregue,5,92.02,0.03,56.87,446.3
740,2024-03-31,Livro Python para Iniciantes,Livros,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,5,79.82,0.05,16.84,379.14
741,2024-01-24,Fone Bluetooth JBL,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,5,263.07,0.12,63.99,1157.51
742,2024-10-13,Tênis Nike Air Max,Calçados,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,406.89,0.02,50.65,398.75
743,2023-07-20,Multivitamínico,Suplementos,SP,São Paulo,Sudeste,Site,Entregue,4,88.35,0.06,50.46,332.2
744,2024-03-21,Camiseta Básica,Vestuário,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,5,52.32,0.1,74.3,235.44
745,2023-05-11,Whey Protein 1kg,Suplementos,ES,Espírito Santo,Sudeste,App Mobile,Entregue,5,136.24,0.15,38.29,579.02
746,2024-01-03,Mouse Gamer Logitech,Eletrônicos,PR,Paraná,Sul,Site,Entregue,5,218.29,0.0,49.2,1091.45
747,2024-12-29,Notebook Dell Inspiron,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,2,3351.79,0.09,53.77,6100.26
748,2024-07-22,Sandália Havaianas,Calçados,BA,Bahia,Nordeste,App Mobile,Cancelado,5,54.08,0.03,19.73,262.29
749,2023-01-12,Sandália Havaianas,Calçados,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,2,55.23,0.13,18.79,96.1
750,2023-05-21,Notebook Dell Inspiron,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Site,Entregue,4,3549.67,0.15,19.5,12068.88
751,2024-03-10,Livro Clean Code,Livros,PA,Pará,Norte,App Mobile,Cancelado,5,97.32,0.09,41.81,442.81
752,2024-05-25,Aspirador Philco,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,3,317.16,0.06,10.52,894.39
753,2023-02-08,Mouse Gamer Logitech,Eletrônicos,AM,Amazonas,Norte,Site,Devolvido,3,190.45,0.08,35.69,525.64
754,2024-06-23,Livro Python para Iniciantes,Livros,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,79.51,0.14,15.6,68.38
755,2024-04-28,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,App Mobile,Cancelado,5,173.82,0.13,16.19,756.12
756,2023-12-18,Livro Clean Code,Livros,AM,Amazonas,Norte,Marketplace,Entregue,5,94.35,0.05,13.69,448.16
757,2024-03-07,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,Site,Cancelado,4,342.26,0.07,61.37,1273.21
758,2024-07-31,Tênis Nike Air Max,Calçados,PA,Pará,Norte,App Mobile,Entregue,2,386.39,0.14,62.46,664.59
759,2024-10-01,Calça Jeans Masculina,Vestuário,SP,São Paulo,Sudeste,Marketplace,Cancelado,5,115.91,0.01,79.33,573.75
760,2023-05-16,Smartphone Samsung Galaxy,Eletrônicos,PR,Paraná,Sul,App Mobile,Entregue,2,1269.22,0.13,29.45,2208.44
761,2023-06-04,Livro Python para Iniciantes,Livros,PR,Paraná,Sul,App Mobile,Entregue,1,82.73,0.09,73.71,75.28
762,2024-06-24,Livro Clean Code,Livros,PE,Pernambuco,Nordeste,App Mobile,Entregue,3,94.0,0.04,22.66,270.72
763,2024-02-27,Mouse Gamer Logitech,Eletrônicos,SP,São Paulo,Sudeste,App Mobile,Entregue,2,199.68,0.12,68.63,351.44
764,2024-10-19,Multivitamínico,Suplementos,BA,Bahia,Nordeste,Site,Cancelado,2,81.15,0.11,34.16,144.45
765,2024-06-29,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,Site,Entregue,2,125.48,0.07,43.34,233.39
766,2023-10-23,Camiseta Básica,Vestuário,BA,Bahia,Nordeste,Marketplace,Cancelado,4,45.69,0.08,40.43,168.14
767,2024-06-28,Teclado Mecânico,Eletrônicos,PA,Pará,Norte,App Mobile,Cancelado,3,425.16,0.1,12.87,1147.93
768,2024-11-01,Livro Clean Code,Livros,SC,Santa Catarina,Sul,App Mobile,Devolvido,3,83.94,0.04,16.88,241.75
769,2023-07-04,Livro Python para Iniciantes,Livros,BA,Bahia,Nordeste,App Mobile,Entregue,5,83.31,0.08,57.44,383.23
770,2024-04-01,Tênis Nike Air Max,Calçados,CE,Ceará,Nordeste,Site,Entregue,1,383.76,0.01,17.27,379.92
771,2024-08-31,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,3,404.13,0.0,16.44,1212.39
772,2023-05-14,Livro Clean Code,Livros,ES,Espírito Santo,Sudeste,Site,Devolvido,1,92.33,0.02,69.95,90.48
